text,label,label_name
"not that new.  20 years ago, we had drug addicts harboring active tb that was resistant to everything (in chicago).  the difference now is that such strains have become virulent.  in the old days, such tb was weak.  it didn't spread to other people very easily and just infected the one person in whom it developed (because of non-compliance with medications).  non-compliance and development of resistant strains has been a problem for a very long time.  that is why we have like 9 drugs against tb.  there is always a need to develop new ones due to such strains.  now, however, with a virulent resistant strain, we are in more trouble, and measures to assure compliance may be necessary even if they entail force.  --  ---------------------------------------------------------------------------- gordon banks  n3jxp      | ""skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon.""",13,sci.med
people are seeming to be less concerned about kariya's size as he leads teams to championships (world junior and us college) and collects awards...everyone is watching with interest as to how he will perform on left wing with eric lindros and mark recchi at the world championships.  4 months of go...chances were not very good that he would go in the top five...now it has become probable...a great world championship could put him in the top 3 with daigle and pronger.,10,rec.sport.hockey
"hei pei.  i can not help you directly width you problem, but there may be intermediate roads to take to get to the iff. i am using a converter that can take iges, iif, dxf -> iges, milespec i iges, milespec ii iges,  iif, milespec i iif, milespec ii iif  and dxf.  iif is ibm iges format. there may be converters out there that can handle iges to iff. hope this was to any help. by the way the converter is part of the iges processor/6000 package from ibm and it runs on rs/6000 aix.",1,comp.graphics
"mr. parsli, i have to take exception at this.  there are verifiable, previous *examples* of levels of u.s. governments abusing gun-control restrictions.  i don't think it is paranoid to worry that what has been abused in the recent past might be abused in thye future.  after so many times of getting burned any sane person will stop putting his hand on the stove.          i'd love to.  but as long as the politicians grab power to sell pork back to their constituents, there's not a lot i can do.           it's silly to suggest that if there's anything we can't trust the government to do, and therefore the government should be allowed to do it, then we should change governments.  down that road lies total government power.   i've never been a fan of totalitarianism.          this is very likely.          the north american continent is not europe, no matter how many people would like it to be.  drugs are very illegal and they're here.  for years canada has crowed about its gun control.  if it is necessary to control guns over the whole continent, then canada should have always had comparable rates to the u.s., yet they still don't. unless you can tell me why the canadian border is so much more magical than the mexican border (which is shorter and far more heavily patrolled) then i really can't accept that argument.          no, there are approximately 31,000 deaths due to guns in the u.s., two-thirds of which are suicides.  (unfortunately i don't have suicide rates for norway.)  however, this makes the per-gun death rate about half the per-car death rate.         the problem's been humans since before we had stone axes.  the fct of the matter is simply this:  if nobody ever assaulted anybody, whether there is a weapon of any sort around would be totally irrelevent.        yet weapons are *built*.  i'd suggest, then, that the murderous impulse in humanity pre-dates weapons.        anyway, the bosnians et al. have been making an excellent attempt to kill each other for half a thousand years.  taking away their guns, even if we could, would neither halt the killing nor reduce the brutality.           in the u.s., approximately 60% of murders are commited with firearms. (50% with handguns, 10% with non-handguns.)  the reason i say that guns, per  se, are not the problem, is that our non-gun rate exceeds most of europe's countries *entire* violent crime rate.  i don't really think we've got more knives or fists.           in any case, i think examples of gun control *applied* to the u.s. have been abkect failures, just like drug prohibition and other forms of prohibition.  until you deal with *why* people are doing what they are doing, you won't solve your problem.  and if the problem is  violent crime, you shouldn't concentrate on the tools instead.  the *vast* majority of guns is never, ever misused.  (on the order of 99.5% over the entire lifetime of the gun).  this says to me that you can't make the argument that the gun itself causes the misuse.          the situation is not ""good"" in that people fear for their lives. but recall the scenes of the store-owners during the last riots, protecting their shops with guns.  would it have been better they, too, lost their livelihoods?          the problem of poverty and rage in los angeles, no it isn't. however, if that problem becomes a violent action, then yes, it can be appropriate.  whether or not some person has been hurt by their condition won't make me less dead if they burn down my house with me in it.         you have to examine which problem you're referring to.  if you're discussing someone violently assaulting you, then it is a perfectly legitimate response to make them stop.  (hopefully simply letting them know you're prepared to shoot them would be enough, as it was with the above-mentioned store-owners.)          45% of households have some form of firearm, usually a long gun. that accounts for a level of access for at least 100 million americans. firearm ownership is most likely among educated, well-off whites, the group *least* likely to be involved in violent crime.         you may take that for what it's worth.",16,talk.politics.guns
"you might be sure, but you would also be wrong.",19,talk.religion.misc
"ah, double-fulfillment.  first of all i would say that i'm not sure all the prophecies had double-fulfillment, e.g., the isaiah 7:14 prophecy.  i would say that just because this happens on some occasions does not mean it will occur always, especially with regard to nt prophecies. the apostles who quoted the ot and applied those passages to jesus were acting as divine messengers and giving the inerrant word of god to the church.  no one has that authority today.  no one has the apostolic authority to say that such-and-such a prophecy has double-fulfillment.  if the imagry of revelation fits with events of the 1st century, it is folly for us to try and make it apply to events 20 centuries later.",15,soc.religion.christian
"dear netters,       my friend have brought a s3801 card with 2mb ram. is there any new driver  for the card available on ftp cites? what is the newest version? she is very  interest in have a driver for 1024x768 with hicolor and 800x600 true color. no such driver come with the card.  k.w.mok",2,comp.os.ms-windows.misc
"[procedural note: ted directed followups to misc.legal only.  while i respect his right to do so, my own opinions are that (1) ""followup-to"" fields are mere suggestions, not mandatory commands and (2) this issue is of sufficient (a) general political relevance and (b) civil liberties interest to warrant keeping it active in t.p.m and a.s.c-l as well, at least for this round.]    okay, now here's my interpretation of _boomer_, based on the facts as presented in the new york court of appeals<*> holding (_boomer v.  <*>note: the new york court of appeals is the highest court in new york    state.  while the united states and 48 of the fifty states call their    highest court ""supreme court,"" ""supreme judicial court"" or ""supreme    court of appeals,"" maryland and new york call theirs simply the    ""court of appeals.""  to make matters worse, new york also calls its    _second-highest_ court the ""supreme court, appellate division""...  atlantic cement co._, 26 n.y.2d 219, 257 n.e.2d 870 (1970)):  oscar h. boomer, et al., owned land near the atlantic cement company's plant near albany, n.y.  (the fact pattern gives no information as to which came first, the plaintiff's acquisition of the land or he defendant's start of production at their cement plant.)  in the course of its regular operations, the cement plant did injury to the plaintiffs' property via dirt, smoke and vibrations emanating from the plant.  the plaintiffs sought injunctive relief -- that is, they asked the court to order atlantic cement to stop damaging their property.  (commentary: this seems entirely reasonable to me.  boomer at al owned their property and, presumably, a right to quiet enjoyment of it. atlantic cement's actions were depriving boomer et al of that right.)  instead of granting the plaintiffs' request for an injunction, the court ordered them to accept the damage being done to their property, provided that atlantic cement paid them $185,000 in compensatory damages.  in other words, the court granted atlantic cement co., a private party, the power and authority to _take_ the plaintiffs rights to quiet enjoyment of their property by eminent domain.  a taking by eminent domain is always problematical even when it's done by the state; allowing a private firm to do it is, in my opinion, totally wrong.  (yes, i know, the _boomer_ court didn't call it eminent domain.  but if it walks like eminent domain and swims like eminent domain and quacks like eminent domain...)  let me take issue with the way you've presented the case... you say that ""what happened in _boomer_ was that the judge didn't allow the plaintiffs to blackmail the cement plant by demanding a multi-million dollar plant to be shut down over $185,000 in damages.""  blackmail?      (pulls out black's law dictionary, abridged 5th edition....     ""blackmail: unlawful demand of money or property under threat to     do bodily harm, to injure property, to accuse of crime, or to expose     disgraceful defects.  this crime is commonly included under     extortion statutes."")  how do you define as ""blackmail"" one party's act of demanding the right to set its own sale price for a unique piece of property which it owns and which another party has expressed an interest in buying?  or of demanding the right not to sell that property at any price?  as i see it, boomer et al, having found themselves in the fortunate position of owning something which atlantic cement had to purchase if it wanted to stay in business, had every right in the world to set whatever price they wanted.  there isn't, or at least shouldn't be, any law that says that you have to be a nice guy in your private business dealings.  you go on to say: ""the plant would never have been shut down -- the plaintiff's lawyers would have just negotiated a windfall settlement, because the plaintiffs would prefer an amount greater than $185k to having the plant shut down, while the plant would prefer any amount less than the value of the plant to have the plant continue in operation.""  if so, so what?  since when are the courts supposed to be in the business of preventing parties from reaping windfall settlements from other parties when those settlements arise from wrongful acts by those other parties?  if atlantic cement didn't want to have to face a choice between paying a windfall settlement or going out of business, well, shouldn't atlantic cement have thought of that before going _into_ business?  (i note that as far as the facts show boomer et al were _not_ the parties responsible for bringing about this situation -- that was atlantic cement's own fault for choosing to build and operate the type of plant they did where and when they did.)  and then you say: ""everyone's property rights were protected; the plaintiffs were made whole; unnecessary settlement costs were avoided."" as above, i dispute your claim that the plaintiffs were ""made whole."" they were, in fact, by court action deprived of their rights as owners of property to choose to sell or not sell that property at a price acceptable to them.  and for that deprivation they were _not_ made whole.  and again i ask: since when are the courts supposed to be in the business of ensuring that ""unnecessary"" settlement costs are avoided? (if so, i've been miseducated -- i always thought that the courts were supposed to be in the business of ensuring that justice is done.)   (1) _boomer_ is not being taught as ""infamous,"" at least not at my school.  (aside: northeastern law usually does a very good job of hiring for their first-year, mandatory classes (such as torts, where i first encountered _boomer_) instructors who, regardless of their personal opinions, can and do teach the law neutrally.  when the students get into their second and third years, in which the students (a) can pick and choose which courses to take (except for the mandatory professional responsibility, of course) and (b) are presumed to be a bit more worldly and self-confident, less likely to be consciously or sub-consciously intimidated by law school professors and able to learn from openly biased instructors rather than be indoctrinated by them, the instructors tend to be more open in expressing their own opinions.  this is especially true of part-time instructors who, in real life, are practicing attorneys or sitting judges... this can be _very_ educational, sometimes far more so than being taught by a somewhat cloistered scholar.  end of aside.)  i called it infamous because that's my opinion of it.  for the reasons i've stated above, i believe it to be a triumph of something that i can only call ""economic correctness"" over justice.  (2) it is ""completely sensible"" only if you believe that the alleged right of the owners of atlantic cement to stay in business and avoid losing a lot of their own money due to their own wrongful act, and the alleged right of several hundred atlantic cement employees to not have their jobs disappear, should trump the rights of people who own property which was damaged by atlantic cement's wrongful acts. (and if you believe that it is correct for the courts (or any other branch of government) to grant to private parties the right to take other people's property by eminent domain.)   really?  i didn't know that... what, if anything, has he had to say about cases like _boomer_?   i've admitted that my understanding of the field generally referred to as ""law and economics"" is weak.  if it advocates the use of economical analysis as one of many ""tie-breaker"" factors which courts may use to help them reach decisions in cases in which the dispute, as measured by the scale of ""justice"", is evenly balanced, fine.  but as illustrated by _boomer_, it is _not_ fine when the courts start viewing the economics of a case as being more important than the justice of a case.",18,talk.politics.misc
"the test isn't whether gm knew--otherwise that would reward gm for its stupidity.  the test is whether gm reasonably should have known of their existence.  it works both ways--if gm had won the trial, and the plaintiff turned up two witnesses who came forward after the first trial who should have been located beforehand, too bad, so sad--no new trial.  like tim said, you don't get a new civil trial because you screwed up  the first time around.  unlike the criminal justice system, repose is much more important in the civil justice system.",18,talk.politics.misc
"hi, i am using a dtk 386-20mhz 13meg memory to run a variety of programs, and have had problems off and on with lock up, but now i am trying to run an application that wants a lot of memory over a period of time (playmation 24 bit rendered) and it is  locking up everytime.  i have an ati ultra + w/2meg which i have tried in each of the video modes, i have excluded the region of video memory from a000-c800 segments from the use of emm386, have tried adjusting the swap partion from large to nonexistant (to prevent swapping) and i have rem'd all tsr's and utilities in config.syus and autoexec, and even tried using the default program manager, disabling my hp dashboard.  even with a minimal system, no swap, no smartdrv, no tsr's, no windows utilities and exclusion of video regions it still locks up completely (no mouse control, no response to anything except 3finger salute, and even that does not stop by the standard windows screen, but simply does a full reset immediately).  just about out of ideas, anyone out there have any????  thanks tom branham branham@binah.cc.brandeis.edu",2,comp.os.ms-windows.misc
"hi,  	being a electronic engineering student with only electronic ii under my belt, i find myself *needing* to build a moderate wattage audio amp. so,  i'll throw out a couple of question for the vast knowledge of the 'net'!  	please explain how watts are calculated in audio amp circuits. no, not p=i*e, just how it relates to one of the following:  	ai [current gain] 	av [voltage gain] 	ap [power gain] 	or whatever.  i already have a ?wonderful? cheap i.e <$20 schematic for a 20w amp, but i would like to cross/improve the circuit. the problem is that the parts list has ic1 and ic2 as nec70001ab amplifiers. they look like ?11 pin?  sip packages with a heatsink. this schematic was published in a 1991 mag so it may be non-existant now. anyway, i tried looking up a replacement in the latest digi-key cat and found it  not listed 8(. the closes i could figure was a 9 pin sip as tda1520bu. anyone got any ideas?   	i thought, hey i can rin a pspice simulation using 741 opamp  models. yea, great! it worked. but, i guess the 741 wasn't made for high power amps. as a result, i got a voltage gain of ~15mv/v. worse than i started with 8(... does anyone have a pspice ckt file with cheap yet good gain? how about some models for some of the chips listed in this  e-mail? any ascii chip info you guys can send me?   i'm open to suggestions/ideas/comments/help! please e-mail since i have little time to search the news...  and i'll post if there's and interest! john",12,sci.electronics
"of course you are a bunch of arrogant lawyers who know whats best for the  rest of us. you are doing such a wonderful job with our judicial system, getting all the criminals off, i bow to your superior intellect. not to mention the fees you collect from us poor slobs who get tickets from  speeding state police officers, so you can soak is when we go to court. i just love lawyer jokes! don't you?",7,rec.autos
"it might pay to start looking at what this proposal might mean to a police agency.  it just might be a bad idea for them, too.  ok, suppose the ny state police want to tap a suspect's phone.  they need a warrant, just like the old days.  but unlike the old days, they now need to      (a) get two federal agencies to give them the two parts of        the key.  now, what happens if there's a tiff between the two escrow houses? posession/release of keys becomes a political bargaining chit.  state and lower-level police agencies have to watch the big boys play politics, while potentially good leads disappear, lives and property are lost, statutes of limitations run out, etc.  not to mention: a moderately clever person who suspects the police are after her/him will be buying new phones faster than tap requests can be processed.  or using stolen ones.  [will the turing police come and arrest you for transmitting without a dialing license?]  there's also bureacracy and security problems -- within each escrow house,  how will requests for key disclosure be authenticated?  put in enough safeguards of the kind bureaucrats and activists feel comfortable with, and  it might take a long time to get that key.  [even when a request is approved,  how is the key going to be disclosed?  will it be encrypted by a clipper-type chip for transmission?  in a bureaucracy the size of the federal government, with a databank of the necessary size, and data traffic of the projected volume, there's going to be a lot of weak links.  how many of  these kinds of problems will be open for public or ""expert"" scrutiny?]    furthermore, the feds might be leery of handing completed keys around,  even to state police agencies: a trust and security issue.  this would be  an especially acute issue if some other state's police had mishandled a  key, resulting in lawsuits, financial settlements, and political  embarassment.  so, the feds implement it this way:      (b) some federal agency gets the keys, performs the tap, and        turns the results over to the ny state police.  but let's say cuomo's been causing some problems over a clinton aid-to-urban-areas proposal.  or there just happens to be a turf war going on between the state cops and the justice department on a case. now, not only do we have the keys as a political chit, we have an extra player in the game *and* we have the tap's tapes as another bargaining chit.  again, the state police lose.  i understand that (legal) wiretaps are quite expensive to maintain. in scenario (b), who pays the bill?",11,sci.crypt
sheesh.  the rumor mill strikes again.  but let's just assume this were true. my question is this:  what would montreal give san jose if the sharks got first pick and took daigle?,10,rec.sport.hockey
"hi all,  i don't get the sport's channel and i'm desparate for some playoff action (especially the cannucks).  does anyone know of a sports bar on the bay peninsula that will be showing hockey games.  i'm looking for something  between redwood city and mountain view.",10,rec.sport.hockey
"hi fellow netters,  does anybody have any info on tseng labs et4000 vlb card: price, speed, compatibility with existing and up-comming softwares, performance compared to others cards ( is it an s3 based card ?)....",3,comp.sys.ibm.pc.hardware
radio-electronics sends each company a bunch of computer-printed address labels for all the people who circled that company's number.  the company sends whatever it wants to -- normally a catalog.,12,sci.electronics
"whitsebd@nextwork.rose-hulman.edu (bryan whitsell) sent in a list of verses  which he felt condemn homosexuality.  mls@panix.com (michael siemon) wrote in  response that some of these verses ""are used against us only through incredibly  perverse interpretations"" and that others ""simply do not address the issues.""  [remainder of my post deleted]  the moderator then made some comments i would  like to address:   if you are referring to the terms ""effeminate"" and ""homosexuals"" in the above passage, i agree that the accuracy of the translation has been challenged.  however, i was simply commenting on the charge that it is an ""incredibly perverse"" interpretation to read this as a condemnation of homosexuality.  such a charge seems to imply that no reasonable person would ever conclude from the verse that paul intended to condemn homosexuality; however, i think i can see how a reasonable person might very well take this view of the verse. therefore i do not believe it is ""incredibly perverse"" to read it in this way.   actually, i wasn't thinking of the church at all.  after all, a couple doesn't have to be married by a minister.  a secular justice of the peace could do the job, and the two people would be married.  my point was that it is easy to find a biblical basis for heterosexual marriage, but where in the bible would one get a christian marriage between two people of the same sex?  and if you do see a biblical basis for same-sex marriages, how willing would gay christians be to ""save themselves"" for such a marriage and to never have sexual intercourse with anyone outside of that marriage relationship?  please note that i am not trying to imply that gay christians would not be willing to be so monogamous, i am genuinely interested in hearing opinions on the subject.  i have heard comments from gays in the past that lead me to believe they regard promiscuity as one of the main points of being homosexual, yet i tend to doubt that gays who want to be christian would advocate such a position.  so what is the gay view?  - mark",15,soc.religion.christian
"(deletion)   no cookies, charlie. the claims that jesus have been seen are discredited as extraordinary claims that don't match their evidence. in this case, it is for one that the gospels cannot even agree if it was jesus who has been seen. further, there are zillions of other spook stories, and one would hardly consider others even in a religious context to be some evidence of a resurrection.   there have been more elaborate arguments made, but it looks as if they have not passed your post filtering.       it is no evidence in the strict meaning. if there was actual evidence it would probably be part of it, but the says nothing about the claims.",0,alt.atheism
"re: serious discussion about drugs vs. ""where can i get a good bong, man?""",13,sci.med
"the cose announcement specifies that motif will become the common gui. but what does this mean exactly?   - do they mean that all ""cose-complient"" apps will have the motif   look and feel?  - do they mean that all ""cose-complient"" apps will use the motif   toolkit api?  - do they mean both of the above?  - is it possible that there will be a motif-api complient toolkit with   an openlook look & feel?  - how about an olit/xview/oi/interviews api toolkit with a motif l & f?   (i know oi already does this, but will this be considered cose-complient?)  - will there be more than one ""standard"" toolkit api or l & f supported?  - how does using tooltalk fit in with motif?  this is my attempt to start a discussion in order to pull as much  knowledge about these questions off the net... feel free to e-mail or followup.  --  -------------------------------------------------------------------- -- gil tene			""some days it just doesn't pay     - -- devil@imp.hellnet.org	   to go to sleep in the morning."" - -- devil@diablery.10a.com 					   -",5,comp.windows.x
"i am looking for a good used window air conditioner.  a small one is preffered.  call 495-2056 (peter) and we'll talk about it. or email me.  ""khiet@cn.ecn""",6,misc.forsale
"whatabout, schools, universities, rich individuals (around 250 people  in the uk have more than 10 million dollars each). i reecieved mail from people who claimed they might get a person into space for $500 per pound. send a skinny person into space and split the rest of the money among the ground crew! agreed. i volunteer for any uk attempts. but one clause: no launch methods which are clearly dangerous to the environment (ours or someone else's). no usage of materials from areas of planetary importance.   yes: we should *do* this rather than talk about it. lobby people! the major problem with the space programmes is all talk/paperwork and no action!",14,sci.space
": > until...and more saturn retailers are built(like 2 in the same city),  :                        		     ^^^^^^^^^^^^^^^^^^^^^^^ : ...most medium and large cities have...a small handful of saturn dealers now  sacramento has two saturn dealerships.  : mihir shah",7,rec.autos
"ron miller is a space artist with a long and distinguished career.   i've admired both his paintings (remember the usps solar system exploration stamps last year?) and his writings on the history of spaceflight.  for several years he's been working on a *big* project which is almost ready to hit the streets.  a brochure from his publisher has landed in my mailbox, and i thought it was cool enough to type in part of it (it's rather long).  especially given the net's strong interest in vaporware spacecraft...                   ==================================                           the dream machines: an illustrated history of the spaceship in art, science, and literature                              by ron miller                   with foreword by arthur c. clarke  krieger publishing company melbourne, florida, usa orig. ed. 1993 pre-publication $84.50 isbn 0-89464-039-9   this text is a history of the spaceship as both a cultural and a technological phenomenon.  the idea of a vehicle for traversing the space betwen worlds did not spring full-blown into existence in the tlatter half of theis century.  the need preceded the ability ot make such a device by several hundred years.  as soon as it was realized that there were other worlds than this one, human beings wanted to reach them.     tracing the history of the many imaginative, and often prescient, attempts to solve this problem also reflects the history of technology, science, astronomy, and engineering.  once space travel became feasible, there were many more spacecraft concepts developed than ever got off the drawing board-- or off the ground, for that matter.  these also are described in theis book, for the same reason as the pre-space-age and pre-flight ideas are:  they are all accurate reflections of their particular era's dreams, abilities, and knowledge.  virtually every spaceship concept invented since 1500, as well as selected events important in developing the idea of extraterrestrial travel, is listed chronologically.  the chronological entries allow comparisons between actual astronautical events and speculative ventures.  they also allow comparisons between simultaneous events taking place in different countries.  they reveal connections, influences, and evolutions hitherto unsuspected.  every entry is accompanied by at least one illustration.  nearly every spacecraft concept is illustrated with a schematic drawing.  this allows accurate comparisons to be made between designss, to visualize differences, similarities, and influences.  this text will be of interest to students of astronautical history, and also to model builders who would be interested in the schematic diagrams.   science fiction fans as well as aviation history buffs and historians of science will also find this book to be fascinating.  the unique collection of illustrations makes it a visually attractive and very interesting history of the spaceship.  special features  includes scale drawings of several hundred spacecraft, both real and fictional  contains scores of illustrations: artwork, drawings, and photos contemporary with the subject.  this includes extremely rare illustrations from scarce books and novels, exclusive photos and drawings fromsoviet spacecraft; rare stills from both famous and obscure science fiction films, and unpublished photographs from nasa archives  an index, bibliography, and appendices are included.  contents  part i  the archaeology of the spaceship (360 b.c. to 1783 a.d.) part ii the invention of the spaceship (1784-1899) part iii the experimenters (1900-1938) part iv the world war (1939-1945) part v  the golden age of the spaceship (1946-1960) part vi the dawn of the space age (1961 to the present)  about ron miller  [the brochure has a page of stuff here; i'll try to hit the high spots.]  former art director for albert einstein planetarium  at smithsonian's national air and space museum  member of international association for astronomical arts, member of international astronautical association, fellow of the british interplanetary society,  consulting editor for *air & space smithsonian* magazine  author, co-author, editor, or sole illustrator on many books since 1979, including *space art*, *cycles of fire*, *the grand tour*, and many others, as well as many articles and papers  book jackets and interior art for over a dozen publishers   contributor to ibm traveling exhibition and book *blueprint for space*  production illustrator for movies *dune* and *total recall*  designer of ten-stamp set of commemorative space postage stamps for u.s. postal service in 1991 (solar system exploration)  ordering information  pre-publication price $84.50 before 1 may 1993 afterwards, price will be $112.50  krieger publishing company po box 9542 melbourne, fl 32902-9542 usa direct order line (407)727-7270 fax (407)951-3671  add $5.00 for shipping by ups within usa for first book, $1.50 for each additional book.    for foreign orders, add $6.00 for first book, $2.00 for each additional.  additional charges for airmail shipments.",14,sci.space
"he'll slam clinton for anything at all on the air.  i just do not understand why he remains so popular.  he'll take a piece of video of clinton walking along; find a frame in which clinton wrinkles his nose, say; freeze on it and blow it up full screen; and then rant for five minutes on how no one could possibly trust someone with such a face and such beady greedy little eyes.  i've seen this on his tv show (it was around the time of the inauguration).  can anyone call this stuff legitimate (i hate to say ""informed"") commentary?  how can anyone with half a brain in his or her head[1] continue to watch it[2]?  the american tv-watching (and i guess radio-listening) public never ceases to amaze me.  	/j  [1] oops, have i just inadvertently answered my own question?  [2] i myself only see it when i run across it every couple months when     channel-surfing late at night; the longest i've been able to stand     him was about 10 minutes.  (apologies for stripping the alt.fan.rush groups from the newsgroups line; the software here apparently rejects anything with groups we don't carry, and we don't carry those.  also i removed sci.crypt from followups.)",11,sci.crypt
has anyone here dealt with tangent?  i'm looking at an 486 system  they have that has an eisa backplane with a vesa slot for video.  the scsi contoller they use is made by aorta.  i've never heard  of this brand.  can anyone comment on tangent or the controller?,3,comp.sys.ibm.pc.hardware
"i have a mac plus with 2.5mb ram. i have just bought an extra 2mb so that i can have the max 4mb ram that a plus supports. however, i can't get it to boot after i install the 2 extra simms. instead i get a sad mac (sorry, but i can't remember the code). looking at the motherboard, i can see that 2 resistors have been snipped off where it says ""256kb path - 1 row"". i assume that was done when the first 1mb simms were added.  so, my question is: are there any other resistors that need snipping?  				or, do i have bum simms which need to be exchanged?  any and all advice will be appreciated.",4,comp.sys.mac.hardware
"but, gary, for certain sofa tubers like myself, this is an advantage.  i can watch the pirates on kbl, the mets on wwor, the braves on tbs, and the mediots on espn at the same time, without missing anything.  (if something impressive happens, i'll catch the replay :-) ).  so, i see (essentially) 4 games in 3 hours, instead of 1 game in 2 hours. what a deal!  (insert smileys as desired...)",9,rec.sport.baseball
"above all, love each other deeply, because love covers over a multitude of sins.",15,soc.religion.christian
"briefly, since i'm off to sleep.  mle's work pretty well for aa nd aaa players.  players who are 22 and younger will tend to have explosions  in their numbers, whether mmle's or not, in the next 2 years...  players who are 26 and older, at those levels, generally have  inflated mle's.  they're about as reliable as having major league stats for a player.",9,rec.sport.baseball
"the adaptec 1540-series use bus mastering.  this means that the cpu doesn't sit waiting for data bytes, it can go off and do other computing - if you have an advanced multi-tasking os, that is.  dos just sits and waits anyway.   why don't you start with the spec-sheet of the isa bus first? :-) ide was designed to plug into isa virtually unaided - in essence, ide *is* isa, on a ribbon cable.  therefore it's specs are the same as isa - 8mhz clock, 16 bit width, 5mb/sec.  this is why i've concluded that ide on vl-bus is a waste of a fast slot.  the card's job would to slow the vl-bus transactions to isa speed.  heck, that's what isa slots do - i'll just use one of those instead.",3,comp.sys.ibm.pc.hardware
"mitsbishi laptop (mp 286l)  -286/12 (12,8,6 mhz switchable) -2m ram installed -backlit cga (ext. cga, mga) -20m 3.5""hh hdd/1.44m 3.5"" fdd -2 com/1 lpt ports -complete manual set -built like a tank -excellent cosmetic cond. -dark gray -used very lightly  problems: (1)hdd stops working. (2)lcd sometimes doesn't work (ext. cag/mga works).",6,misc.forsale
"i just called them and they said the order went out on the 13th.  they're putting a ups tracer on it.  watch, it'll be waiting for me at home tonight. :-)  dean",8,rec.motorcycles
"\input amstex \documentstyle{amsppt} \pagewidth{6.5in} \magnification=1200 \pageheight{7.5in} \ \title {letter to the editor} \endtitle \author {matthew l. fante} \endauthor \date {april 20, 1993} \enddate \endtopmatter  pull back the heavens and show you my anger?! ... fear me.''  the 51 day standoff between federal agents and the branch davidians ended on april 19 in what appeared to be a mass suicide by fire.  now that the multi-million dollar standoff is over, a few things remain: cleaning up the mess, and assigning blame.  \  from the onset of the april 19 tear gas attacks by federal agents, president clinton already started passing the buck by saying ``talk to the attorney general or the fbi... i knew it was going to be done, but the decision was {\it entirely theirs}.  {\it they} made the tactical decision.'' enter attorney general janet reno.  after most of the branch davidians died, reno said she took ``full responsibility'' for the decision.  ``i approved the plan'' she said adding that she ``did not advise him [clinton] as to the details.''  in fact, she told clinton that it was ``the best way to go.'' as the fire was roaring through the branch davidian's compound clinton said that he was ``deeply sadened by the loss of life'' and in the same breath that ``the law enforcement agencies involved in the waco siege recommended the course of action pursued today.''  later he went on to say ``i stand by that [reno's] decision.''  \  how did this all begin?  at 0930 on february 28 agents of the bureau of alcohol, tobacco and firearms (batf) launched a full-scale, high-profile assault on the branch davidian's compound.  this raid was much more than an assault on a group suspected of possessing illegal weapons.  the assault was a planned media circus used as a propaganda device of the batf to show their might and just purpose.  \  at the onset of the ``no-knock'' raid, gaggles of heavily armed batf agents made their way inside the compound without identifying themselves or state that they had a warrant until long after the shooting began. silently, the agents made their way to the compound's buildings and started their ``search'' by charging at the buildings and throwing concussion grenades and ordering the cult members to come out of the buildings.  \  if unknown persons dressed in black ninja costumes and combat fatigues were to attack you, throwing grenades and brandishing firearms, would you not assume that these people are criminals and attempt to defend yourself?  the tactics employed by the batf provoked the battle.  \  the initial assualt by the batf was not successful.  unfortunately, lives were lost on both sides.  but, had the assault been a success, the liberal media would have praised the batf by showing the footage of batf agents carting away a bunch of gun-wielding religious nuts.  of course, any violation of the cult's rights would have been overlooked and the media would proclaim america's fortune in having super-cop organizations like the batf that can systematically ``take out'' terroristic groups such as the branch davidians.  \  as far as i can see, the batf and the fbi dropped the ball - just like philadelphia did in the 1985 move crisis which left 11 dead, 250 homeless, and a city block razed. it appears that the batf has adopted the shoot-first tactic of no-knock raids to execute search warrants.  don't let the batf convince you that the no-knock raid was justified.  no-knock assaults make sense when looking for, say, drugs that can easily be hidden or disposed of in a few seconds. the batf was looking for illegal weapons, not drugs that could be hidden or flushed down the toilet in a matter of a few seconds.  what ever happened to ``this is the police!  you are surrounded...''?  {\it this policy of no-knock raids, by federal and local agencies, should be restricted}.  further, the use of military firepower against presumed innocent citizens is a very scary idea, and is why the davidians were justified in using lethal force to ensure that their fourth ammendment rights [``the right of the people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures''] are not denied.  \  \  \  \noindent matthew l. fante \newline \end            --  ____________________________________________________________________ matthew fante mlf3@lehigh.edu             for a good prime call 2^756839 - 1",18,talk.politics.misc
"this may be a simple question but:  we have a number of pc's which we use to link to a mainframe using  novell lan workplace for dos (via windows 3.1).  now, to make life easier for us we are thinking of using windows for workgroups to allow file sharing across our pc network.   now does anyone know if it is possible to use w4wg and lan workplace for dos at the same time.   ie can i access a file on another pc while being logged on to the mainframe at the same time, simultaneously.  any help well appreciated.",2,comp.os.ms-windows.misc
